date_time	id	temperature	humidity	photoluminescence
2018-12-10 09:48:14	130893	80.3883	2.5332	22.6284
2018-12-10 09:48:16	130894	80.3883	2.5332	23.0649
2018-12-10 09:48:21	130895	80.3883	2.5332	23.7561
2018-12-10 09:48:23	130896	80.3883	2.5332	25.2841
2018-12-10 09:48:25	130897	80.3883	2.5332	25.6115
2018-12-10 09:48:27	130898	80.3883	2.5332	24.6656
2018-12-10 09:48:29	130899	80.3883	2.5332	25.3569
2018-12-10 09:48:31	130900	80.3883	2.5332	26.1936
2018-12-10 09:48:33	130901	80.3883	2.5332	26.7393
2018-12-10 09:48:34	130902	80.3883	2.5332	27.4669
2018-12-10 09:48:36	130903	80.3883	2.5332	27.9762
2018-12-10 09:48:38	130904	80.3883	2.5332	27.285
2018-12-10 09:48:40	130905	80.3883	2.5332	27.5396
2018-12-10 09:48:42	130906	80.3883	2.5332	28.4491
2018-12-10 09:48:44	130907	80.3883	2.5332	27.9762
2018-12-10 09:48:46	130908	80.3883	2.5332	27.8307
2018-12-10 09:48:47	130909	80.3883	2.5332	27.8307
2018-12-10 09:48:49	130910	80.3883	2.5332	28.2672
2018-12-10 09:48:51	130911	80.3883	2.5332	28.0853
2018-12-10 09:48:53	130912	80.3883	2.5332	28.7766
2018-12-10 09:48:55	130913	80.3883	2.5332	28.5219
2018-12-10 09:48:57	130914	80.3883	2.5332	27.7943
2018-12-10 09:48:58	130915	80.3883	2.5332	27.6488
2018-12-10 09:49:00	130916	80.3883	2.5332	28.0853
2018-12-10 09:49:02	130917	80.3883	2.5332	28.7766
2018-12-10 09:49:04	130918	80.3883	2.5332	28.4491
2018-12-10 09:49:06	130919	80.3883	2.5332	28.2309
2018-12-10 09:49:08	130920	80.3883	2.5332	28.7766
2018-12-10 09:49:10	130921	80.3883	2.5332	28.1581
2018-12-10 09:49:11	130922	80.3883	2.5332	28.049
2018-12-10 09:49:13	130923	80.3883	2.5332	28.631
2018-12-10 09:49:15	130924	80.3883	2.5332	28.1945
2018-12-10 09:49:17	130925	80.3883	2.5332	28.3036
2018-12-10 09:49:19	130926	80.3883	2.5332	29.0312
2018-12-10 09:49:21	130927	80.3883	2.5332	28.3036
2018-12-10 09:49:23	130928	80.3883	2.5332	28.631
2018-12-10 09:49:24	130929	80.3883	2.5332	28.2309
2018-12-10 09:49:26	130930	80.3883	2.5332	28.8857
2018-12-10 09:49:28	130931	80.3883	2.5332	29.3223
2018-12-10 09:49:30	130932	80.3883	2.5332	29.0312
2018-12-10 09:49:32	130933	80.3883	2.5332	29.1767
2018-12-10 09:49:34	130934	80.3883	2.5332	28.7402
2018-12-10 09:49:36	130935	80.3883	2.5332	29.0312
2018-12-10 09:49:37	130936	80.3883	2.5332	29.0312
2018-12-10 09:49:39	130937	80.3883	2.5332	30.1226
2018-12-10 09:49:41	130938	80.3883	2.5332	30.7411
2018-12-10 09:49:43	130939	80.3883	2.5332	29.7224
2018-12-10 09:49:45	130940	80.3883	2.5332	29.9407
2018-12-10 09:49:47	130941	80.3883	2.5332	29.7952
2018-12-10 09:49:48	130942	80.3883	2.5332	30.4136
2018-12-10 09:49:50	130943	80.3883	2.5332	30.8502
2018-12-10 09:49:52	130944	80.3883	2.5332	31.0685
2018-12-10 09:49:54	130945	80.3883	2.5332	30.7411
2018-12-10 09:49:56	130946	80.3883	2.5332	30.3045
2018-12-10 09:49:58	130947	80.3883	2.5332	30.1226
2018-12-10 09:50:00	130948	80.3883	2.5332	30.5592
2018-12-10 09:50:01	130949	80.3883	2.5332	29.7224
2018-12-10 09:50:03	130950	80.3883	2.5332	30.2317
2018-12-10 09:50:05	130951	80.3883	2.5332	29.2859
2018-12-10 09:50:07	130952	80.3883	2.5332	30.45
2018-12-10 09:50:09	130953	80.3883	2.5332	30.45
2018-12-10 09:50:11	130954	80.3883	2.5332	30.5592
2018-12-10 09:50:16	130955	80.3883	2.5332	29.7588
2018-12-10 09:50:18	130956	80.3883	2.5332	29.3586
2018-12-10 09:50:20	130957	80.3883	2.5332	28.631
2018-12-10 09:50:22	130958	80.3883	2.5332	29.5769
2018-12-10 09:50:24	130959	80.3883	2.5332	30.1226
2018-12-10 09:50:26	130960	80.3883	2.5332	30.4136
2018-12-10 09:50:27	130961	80.3883	2.5332	30.0135
2018-12-10 09:50:29	130962	80.3883	2.5332	30.8502
